"","BAM","PA_CF_1","PA_CF_ATM","PA_RH","PA_Temp","hour","Predicted_Corrected_ATM_pred"
"2478",8.7,15.65233334,15.6355,41.43333333,90.76666667,10,15.243687662695
"2479",6.8,19.856,19.28683334,38.13333333,93.33333333,11,17.3315105639452
"2480",11.2,12.22316667,12.22316667,32.5,97.36666667,12,13.1820926024381
"2481",9,12.20033334,12.20033334,30.43333333,99.46666667,13,13.6167477218312
"2482",12.3,10.51966667,10.51966667,34.06666667,95.4,14,12.1166454571451
"2483",1.7,10.06833333,10.06783333,35.26666667,95.1,15,11.5270984835052
"2484",15.1,11.59,11.329,34.53333333,95.76666667,16,12.4344121494411
"2485",10.2,8.920166667,8.919166667,42.23333333,88.96666667,17,10.4288944100209
"2486",15.1,10.55916667,10.53133334,62.06666667,80.1,18,9.34627265938088
"2487",6.9,19.52016667,19.47966667,68.16666667,78.3,19,14.845708082741
"2488",12.2,33.12366667,31.53916667,67.83333333,79,20,20.0996085128345
"2489",12.4,19.80983333,19.79383334,67.63333333,78,21,14.7769360848667
"2490",9.8,18.816,18.816,68.96666667,78,22,14.5502567191131
"2491",6,14.32033333,14.32033333,67.8,78,23,11.8557174280012
"2492",6.4,14.199,14.199,65.93333333,78.23333333,0,11.621850781764
"2493",7.5,16.70333333,16.70333333,65.16666667,78.43333333,1,13.1434384627214
"2494",10.3,18.50383334,18.50383334,64.7,79,2,14.2400946433876
"2495",9.1,22.40866667,22.4065,64.56666667,78.9,3,15.8257749335974
"2496",14.1,21.9115,21.91,64.16666667,79,4,15.6429524472017
"2497",12.7,20.7915,20.7915,64.5,78.6,5,15.0738475358396
"2498",16,29.56833333,26.42016667,65.86666667,78,6,17.1120190340564
"2499",9.2,21.42016667,21.271,62.96666667,78.76666667,7,15.2471269707552
"2500",11.1,26.107,25.6235,59.13333333,81,8,17.6243516045647
"2501",3.8,19.17266667,19.171,52.96666667,85,9,15.4262372461718
"2502",8.8,18.45683334,18.45683334,46.23333333,88.4,10,15.7820586684102
"2503",25.4,26.5385,26.09583333,53.7,85.4,11,17.8193383326287
"2504",5.8,20.24666667,20.23566667,57.13333333,84.5,12,15.247790315602
"2505",12.6,20.54516667,19.91983333,44.1,92,13,16.3441603233248
"2506",15.8,14.068,14.06783333,35.33333333,96.96666667,14,13.7078760228926
"2507",17.1,18.42133333,18.33416667,44.4,90.33333333,15,15.9170625613953
"2508",32.2,29.04516667,27.60433334,49.53333333,87.26666667,16,18.8082701263366
"2509",20.6,18.38633333,17.3285,59.53333333,82.26666667,17,14.1712741884521
"2510",15.4,20.81433334,20.78366667,66.3,80,18,15.7217638135781
"2511",25.5,39.60916667,35.2135,66.43333333,80,19,22.4642797895389
"2512",32.4,40.86066667,33.9785,69.53333333,78.2,20,21.4846305355667
"2513",2.6,7.507166667,7.507166667,72.26666667,76.3,21,6.64917418301929
"2514",19.3,25.08,24.18733334,71,77,22,16.6199623646605
"2515",17.1,27.71616667,27.00583334,70.66666667,77.03333333,23,17.6605951967568
"2516",15.1,27.689,27.32366667,69.73333333,77.7,0,17.9212618076993
"2517",15.6,25.86266667,25.64433334,69.66666667,77.23333333,1,17.0394946552295
"2518",14.2,25.78416667,25.60183334,69.33333333,77,2,16.8611763863227
"2519",22.6,29.07116667,28.07066667,69.46666667,77,3,17.8777501667496
"2520",15,35.06566667,32.63083334,70.7,76.96666667,4,20.3361353997046
"2521",21.8,40.60466667,35.533,71.23333333,76.13333333,5,21.9079208225117
"2522",14,25.39816667,25.12316667,71.93333333,75.56666667,6,16.4643923713783
"2523",8.8,19.19666667,19.1285,71.56666667,75.03333333,7,13.7677761074737
"2524",7.1,14.24,14.2395,70.4,75.7,8,11.1852004963438
"2525",-1.6,4.1735,4.1735,62.86666667,79.66666667,9,3.99877905746067
"2526",-1.1,7.7365,7.711833334,54.96666667,83.66666667,10,7.74296468281825
"2527",9.2,13.137,13.03483334,52.9,84.03333333,11,12.2454172434725
"2528",5,11.84683333,11.84683333,54,83.43333333,12,11.3107988157361
"2529",7,9.351333332,9.336833332,50.26666667,85.8,13,9.40078720229032
"2530",-0.5,7.274333334,7.272166667,53.93333333,85.4,14,6.9703971110762
"2531",17.1,13.283,13.283,56.46666667,82.66666667,15,12.0370867396864
"2532",21.6,22.1575,21.42833333,59.96666667,81.13333333,16,15.9810051166222
"2533",13.1,18.45766667,18.4275,59,81.13333333,17,14.7726325978194
"2534",9,16.764,16.7625,61,80.06666667,18,13.5915219861841
"2535",15,19.76716667,19.7535,67.26666667,76.63333333,19,14.0996305052147
"2536",10.5,16.06333334,16.04016667,67.3,77.5,20,12.6328576880855
"2537",8.9,11.065,11.05966667,70.8,75.56666667,21,8.89557583872821
"2538",7.6,8.512,8.512,72.33333333,75.06666667,22,6.88698591212112
"2539",5.7,7.850333333,7.850333333,72.03333333,75.13333333,23,6.32131336058693
"2540",10.1,14.19133333,14.16566667,70.83333333,75.73333333,0,11.2297168865583
"2541",9.6,12.476,12.47233334,71.13333333,75.06666667,1,9.76874137233447
"2542",15.6,14.26916667,14.25216667,71.36666667,75,2,11.0173722924713
"2543",11.1,12.91083334,12.91083334,71.36666667,74.93333333,3,10.0595926006939
"2544",16.7,15.41316667,15.41266667,71.23333333,74.56666667,4,11.5055210994494
"2545",16.8,18.221,18.01166667,71.33333333,74.13333333,5,12.7221253476972
"2546",18.3,22.68066667,22.3155,70.73333333,74.2,6,14.4875720671051
"2547",24.5,33.05716667,31.25166667,67.66666667,75.9,7,18.5743726045071
"2548",14.6,21.87383333,21.70833334,62.06666667,78.5,8,15.3012281961332
"2549",6,13.095,13.095,57.4,81,9,11.7959741238779
"2550",5.9,11.47916667,10.97166667,50.56666667,84.96666667,10,10.9420411318224
"2551",8.5,9.071833334,9.071833334,45.7,87.03333333,11,10.0001541189599
"2552",6.3,9.2385,9.2385,46.13333333,87.06666667,12,10.0039089984423
"2553",7.7,8.843333334,8.843333334,41.73333333,89.73333333,13,10.3898985607801
"2554",7.3,8.995833333,8.969166667,38.7,91.76666667,14,10.9816864467355
"2555",12.9,8.3255,8.3255,37.1,92.13333333,15,10.8286190266598
"2556",13.9,10.40833334,10.40833334,41.3,89.33333333,16,11.8370835398429
"2557",12.9,8.847333334,8.818,47.73333333,84.1,17,10.2954567275759
"2558",11.5,10.69566667,10.69566667,54,81.1,18,10.6493641227635
"2559",11,12.2755,12.2755,58.26666667,80.76666667,19,11.0537213838049
"2560",27.3,27.33333333,26.3035,59.86666667,80.1,20,17.6575575468521
"2561",24.7,30.8825,29.8665,65.76666667,78.06666667,21,18.6140474762188
"2562",20,29.24316667,28.4145,65.4,77.26666667,22,17.5672604400384
"2563",18.6,20.223,20.1955,64.56666667,76.93333333,23,14.1194734343808
"2564",16,16.9995,16.99783333,63.1,76.93333333,0,12.5192531752584
"2565",11,11.88082184,11.88082184,64.43333333,76.1,1,8.88058220550381
"2566",11.4,10.1245,10.1245,65.2,75.8,2,7.44368102973725
"2567",8.4,11.8895,11.8895,68.16666667,74.66666667,3,8.62350132488434
"2568",10.3,15.54033333,15.54033333,70.4,73.96666667,4,11.1092852464143
"2569",9.4,7.819166667,7.819166667,68.56666667,73.56666667,5,4.84627621790387
"2570",12.6,15.51183334,15.4885,68.66666667,74,6,10.8002272619238
"2571",12.9,22.13616667,22.06633334,67.16666667,74.9,7,14.1785640946074
"2572",11.6,21.95483333,21.93483334,63.33333333,77.1,8,14.8174508884116
"2573",8.2,14.365,14.365,52.76666667,82.46666667,9,13.5702602032756
"2574",9.3,10.673,10.673,47.06666667,84.8,10,11.7085332422464
"2575",10.7,12.09633333,12.05716667,43.46666667,86.83333333,11,13.0351943244726
"2576",12.8,10.62683333,10.62683333,42.83333333,87.03333333,12,12.0623275166664
"2577",7.5,8.414666667,8.414666667,40.96666667,88.26666667,13,10.5175114613265
"2578",14.6,8.560333334,8.560333334,39,89.36666667,14,11.0241099061689
"2579",17.8,24.76516667,20.9555,40.63333333,87.3,15,18.7443809197163
"2580",24.6,35.5475,29.4955,42.96666667,86,16,21.8844337306969
"2581",21.2,21.97683333,20.81516667,46.36666667,84.2,17,18.1463953291407
"2582",28.5,17.55816667,16.794,58.3,78.86666667,18,13.442817855561
"2583",22.3,22.56983334,21.81416667,64.26666667,76.06666667,19,14.3444106756139
"2584",23.3,29.1125,28.14,63.36666667,76.06666667,20,16.7449191682959
"2585",21.3,25.152,23.68383334,63.23333333,76.13333333,21,15.0261850159708
"2586",15.3,14.78316667,14.77183334,62.83333333,75.86666667,22,10.702721954131
"2587",11.7,12.31316667,12.31316667,65.9,74.93333333,23,8.76554244194622
"2588",5.7,11.1865,11.1865,67.43333333,74.16666667,0,7.71118304633717
"2589",8.5,11.3345,11.3345,67.63333333,74.1,1,7.8177949359951
"2590",8.9,10.37083334,10.37083334,68.86666667,73.76666667,2,7.07714080763628
"2591",9.3,10.4825,10.47433334,69.23333333,73.53333333,3,7.08782112217877
"2592",7.3,9.5885,9.5885,69.76666667,73.23333333,4,6.30067854008144
"2593",8.2,9.918666667,9.918666667,69.06666667,73.33333333,5,6.5042339243553
"2594",10.6,14.05316667,14.05316667,66.86666667,74.03333333,6,9.63237608261482
"2595",15.4,21.45716667,21.4295,64.43333333,75.06666667,7,13.7140418838877
"2596",14.9,20.60183334,20.58883333,60.53333333,76.93333333,8,14.2201171714961
"2597",7.1,15.40933334,15.40933334,55.96666667,79.53333333,9,13.2342485352853
"2598",2.8,12.836,12.836,50.43333333,82.73333333,10,13.0562255653739
"2599",11.7,13.1195,13.11733334,45.5,85.3,11,13.7801397109194
"2600",8.2,14.20316667,14.1735,44.33333333,86.06666667,12,14.5440831934295
"2601",16.2,15.724,15.724,45.3,85.76666667,13,15.3587786535868
"2602",12.4,13.22433334,13.223,47.53333333,84.33333333,14,13.656348944738
"2603",18.6,10.598,10.598,56.76666667,78.93333333,15,9.48964921033393
"2604",11.2,15.462,15.4585,67.03333333,76.23333333,16,11.6716543596424
"2605",17.1,19.23266667,18.99066667,67.26666667,75.83333333,17,13.3819828592357
"2606",10.7,11.30083333,11.30083333,66.63333333,74.03333333,18,7.61554055153359
"2607",17.3,18.04866667,18.02316667,66.16666667,74.3,19,11.9951521752043
"2608",22.8,21.27366667,21.15433333,64.4,75,20,13.5685489183563
"2609",17.7,16.68533334,16.67116667,66,74.7,21,11.4817150304885
"2610",12.5,11.77,11.77,66.86666667,74.46666667,22,8.23773071333208
"2611",9.7,13.28716667,13.30483334,67.53333333,74.23333333,23,9.32323136987514
"2612",10.4,9.430166667,9.430166667,67.96666667,73.76666667,0,6.18221485222205
"2613",7.3,9.2575,9.2575,66.53333333,73.7,1,5.8019311635145
"2614",8.4,9.6225,9.6225,66.23333333,73.16666667,2,5.752372594858
"2615",8.5,8.862,8.862,65.6,73.73333333,3,5.38915447672414
"2616",10.9,11.736,11.736,65.86666667,73.66666667,4,7.64826653208643
"2617",17.8,18.8985,18.89683334,65.86666667,74,5,12.2130176890914
"2618",17,21.26516667,21.2305,66.03333333,73.9,6,13.1703729089036
"2619",13.9,24.54466667,24.411,61.6,75.66666667,7,15.0533207574789
"2620",9.3,19.46783334,19.4385,56.06666667,78.83333333,8,15.0728743550719
"2621",8.3,13.3885,13.3885,48.76666667,82.8,9,13.8733481043426
"2622",10.1,10.6985,10.6985,42.76666667,86.5,10,12.309042727072
"2623",11.1,12.457,12.457,39.16666667,90.16666667,11,13.8965376016275
"2624",14.1,11.49916667,11.49916667,40.86666667,88.66666667,12,12.9232793317948
"2625",10.2,13.57666667,13.56633333,40.33333333,89.76666667,13,14.4029947023107
"2626",29.9,35.605,28.40266667,34.5,93.1,14,22.1493881043626
"2627",33.5,30.97783333,26.6635,36.2,92.23333333,15,21.2205832828638
"2628",19.2,19.15516667,18.37616667,41.5,88.2,16,17.1417464610633
"2629",29.5,37.95583334,32.6675,47.13333333,84.7,17,22.8474677246196
"2630",67.6,78.78933333,55.35033333,54.3,81.53333333,18,47.1837920659641
"2631",31.2,29.22683333,26.3305,63.3,77.7,19,16.7455922576975
"2632",38.6,62.18933333,45.95433333,67.13333333,76.5,20,32.2425690527451
"2633",31.7,46.65966667,39.04883333,68.56666667,76.23333333,21,24.3627154805706
"2634",21,28.63316667,26.8685,65.93333333,76.06666667,22,16.4254046921683
"2635",17.2,20.62883333,20.62133333,63.96666667,76.86666667,23,14.2234356519135
"2636",18.7,24.38333334,23.65316667,64.06666667,75.8,0,14.8980454562717
"2637",17.4,22.31266667,22.272,66.6,74.3,1,13.8642446514531
"2638",14.4,20.39033333,20.3215,66.3,74.66666667,2,13.2468783185042
"2639",9.4,12.71116667,12.70566667,64.13333333,74.96666667,3,8.90714113301229
"2640",7.5,10.054,10.054,63.23333333,74.66666667,4,6.68137784569632
"2641",10,11.86683334,11.86683334,60.86666667,75.73333333,5,8.62570406244217
"2642",21.6,28.69016667,27.63133334,59.36666667,76.3,6,16.7346340857459
"2643",11.2,29.233,28.3495,51.73333333,80.03333333,7,19.9286022197867
"2644",28.8,38.67866667,34.2655,46.63333333,82.93333333,8,24.5095890125137
"2645",21,39.91133334,35.484,45.93333333,83.76666667,9,25.3147585698649
"2646",23.1,37.7995,33.84016667,41.23333333,88.86666667,10,23.9683282580352
"2647",23.7,29.20333334,27.11516667,35.26666667,93.53333333,11,21.1862128759208
"2648",17.1,17.23716667,17.0975,35.26666667,93.13333333,12,17.2189573827805
"2649",13.6,20.4575,19.30516667,37.56666667,91.83333333,13,18.0472457653723
"2650",12.4,17.08933333,16.37916667,33.06666667,95.4,14,16.4610055345082
"2651",25.1,18.61283333,17.8945,34.6,92.8,15,17.9685505618964
"2652",20.7,17.08783334,16.5065,45.2,87.33333333,16,15.3153127951885
"2653",29.6,32.301,30.50666667,55.53333333,82.16666667,17,20.286074061207
"2654",63.3,72.5715,54.62166667,59.63333333,81.86666667,18,45.4674177088575
"2655",454.5,403.2965,268.1585,58.23333333,81.9,19,449.494940744596
"2656",96.9,152.2798334,101.6488333,63.76666667,80,20,90.0780754348963
"2657",11.5,33.36866667,30.954,69.4,77.26666667,21,19.3326601205009
"2658",26.6,40.561,35.70683334,70.26666667,76.36666667,22,21.9701431452373
"2659",33.9,54.70966667,43.01866667,69.13333333,77.03333333,23,29.0400442269913
"2660",29.2,52.28183334,41.901,68.06666667,77,0,27.5577047605384
"2661",19.6,39.91616667,35.514,68.23333333,77,1,21.7819222515558
"2662",19.5,28.58583334,28.2365,68.56666667,76.9,2,17.7536874008188
"2663",8.9,20.45383334,20.453,68.8,76,3,14.3340170100377
"2664",8.5,17.53533334,17.53533334,69.06666667,75.8,4,12.9409563781858
"2665",7.2,23.1595,23.15533333,69.23333333,75.03333333,5,14.9818716758723
"2666",16.9,31.6955,30.26166667,69,75.23333333,6,17.956869745454
"2667",22.2,52.81383334,42.335,68.76666667,76.76666667,7,28.0559292795159
"2668",22.9,67.565,51.868,59.06666667,82.93333333,8,41.7817356368351
"2669",13.8,32.39433334,30.72266667,48.46666667,87.73333333,9,20.3952516579371
"2670",13,25.30216667,24.6365,43.53333333,89.83333333,10,18.7974769035994
"2671",9,20.83166667,19.12433334,38.53333333,93.16666667,11,17.2085699330815
"2672",13.3,11.95466667,11.93633334,35.6,95.5,12,12.6836385096097
"2673",6.3,10.24466667,10.1765,34.83333333,96.26666667,13,11.2339936906298
"2674",12.1,9.320333335,9.162833335,33.96666667,96.1,14,10.7567637359056
"2675",12.5,14.54366667,13.77583333,38.9,92.83333333,15,14.2171716011127
"2676",16.4,14.2165,13.60116667,41.5,90.16666667,16,14.0192759158077
"2677",45.4,44.89966667,37.82616667,54.1,83.13333333,18,25.2107729159889
"2678",129.2,116.117,78.8075,57.43333333,81.93333333,19,63.607384988782
"2679",160.5,184.4581667,122.4456667,59.4,81.46666667,20,113.582703198912
"2680",42.5,60.07183334,45.308,61.7,79.36666667,21,32.1806452666429
"2681",31.7,53.11766667,42.54683334,64.16666667,78.6,22,28.5238876224484
"2682",25.2,47.018,38.58883333,65.03333333,77.86666667,23,24.2159231370238
"2683",14.8,27.28466667,27.1515,65.93333333,77.16666667,0,17.0490866149462
"2684",12.8,26.25833334,26.2055,66.1,77,1,16.6162392598173
"2685",10.3,22.49566667,22.4935,66.03333333,77.13333333,2,15.266793966525
"2686",9.5,22.78116667,22.768,65.2,77.73333333,3,15.5456984886549
"2687",12.2,27.33616667,26.75966667,64.86666667,77.66666667,4,17.003114018396
"2688",8.8,18.43133334,18.43133334,64.96666667,76.96666667,5,13.3792544754857
"2689",9.3,23.94116667,23.84716667,66.03333333,76,6,15.2483188275302
"2690",11.1,29.4865,28.63066667,64.43333333,77.36666667,7,17.6202845267142
"2691",9.8,22.13483334,22.0715,58.23333333,80.16666667,8,16.2361741986161
"2692",7.3,16.36216667,16.36216667,55.2,81.4,9,14.3030532546644
"2693",3.8,11.05683334,11.0185,49.83333333,85.06666667,10,11.1298261710217
"2694",7.2,9.355,9.355,46.2,86.6,11,10.2270758147141
"2695",7.5,13.8805,13.2335,46.3,86.3,12,13.2617474774751
"2696",9.7,12.68,12.64766667,44.9,88.06666667,13,12.728913814726
"2697",9.4,14.87333333,14.25633333,48.76666667,85.66666667,14,13.5186609367855
"2698",7.1,8.161,8.161,51.33333333,83.5,15,8.9983586288771
"2699",5.5,7.766333334,7.766333334,52.56666667,82.7,16,8.55332328743958
"2700",12.2,11.51483334,11.51483334,53.26666667,82.7,17,11.3891472831761
"2701",36.1,35.88533334,29.31866667,56.4,80.53333333,18,19.4665010813199
"2702",71.2,113.3451667,80.49516667,57.7,79.4,19,64.5532912633044
"2703",175.2,209.3616667,139.2098334,59.66666667,78.66666667,20,126.997314001956
"2704",26.8,40.88033334,33.05283333,63.03333333,77.23333333,21,19.7462344606423
"2705",8.1,15.00816667,15.00816667,64.76666667,75.93333333,22,10.9933109619916
"2706",11.3,13.35366667,13.35366667,64,76,23,9.8704034449903
"2707",9.2,16.52916667,16.528,64.83333333,76.03333333,0,11.9486704216659
"2708",6,11.41783334,11.41783334,66.8,75.9,1,8.6866134086705
"2709",3.7,9.53,9.53,68.66666667,74.96666667,2,7.01771696543416
"2710",2.3,8.135166667,8.135166667,69.83333333,74.2,3,5.67238624152975
"2711",-1.4,7.524333334,7.524333334,71.46666667,74,4,5.34902699841363
"2712",3.2,7.452333334,7.452333334,71.3,74.16666667,5,5.35051230337542
"2713",8.7,12.544,12.22483333,71.16666667,74.83333333,6,9.47309732905588
"2714",7.8,18.68333333,18.62016667,71.1,75.16666667,7,13.5163858165678
"2715",2.9,16.95816667,16.93,66.46666667,78.13333333,8,13.2901434309834
"2716",4.6,14.65066667,14.65066667,57.93333333,81.76666667,9,12.8135694851679
"2717",3,8.180166667,8.180166667,54.26666667,83.36666667,10,8.36130748574831
"2718",4.8,10.13633334,10.13633334,52.06666667,85.4,11,9.74187356661085
"2719",7.4,13.92216667,13.896,44.56666667,89.56666667,12,13.4288342124415
"2720",9.3,12.12586207,12.12586207,44.31034483,89,13,12.3359230054876
"2721",3.1,14.01321429,14.01321429,44.21428571,88.67857143,14,13.7559516997406
"2722",13.7,16.28566667,15.996,44.76666667,88.13333333,15,14.9506751861896
"2723",8.8,7.261166667,7.261166667,55.96666667,82.26666667,16,7.46561604297006
"2724",12.8,10.0445,10.0445,64.86666667,78.93333333,17,8.7214952074081
"2725",5,7.127333333,7.127333333,68.86666667,76,18,5.59056450850289
"2726",9.4,12.17833334,12.17833334,69.13333333,76,19,9.66292389917236
"2727",8.8,7.799,7.799,68.06666667,75.43333333,20,5.74307542928598
"2728",5.3,7.353166667,7.353166667,68.86666667,75,21,5.28358257777473
"2729",8.4,6.753666667,6.753666667,68.13333333,75.5,22,4.91848372920535
"2730",5.3,6.696,6.696,67.86666667,75.83333333,23,4.99229848602076
"2731",4.5,4.772166667,4.772166667,69.26666667,75.3,0,3.34656589010367
"2732",6.2,9.721166667,9.721166667,71.6,74.5,1,7.43963546324392
"2733",6.5,10.95066667,10.95066667,69.66666667,74.86666667,2,8.25882432638017
"2734",4.9,10.39466667,10.39466667,69.46666667,74.76666667,3,7.73753145859216
"2735",10.3,11.707,11.707,70.8,74.9,4,9.0547498317775
"2736",5.1,15.88816667,15.88816667,71.56666667,74.06666667,5,11.5812840068061
"2737",9.3,19.752,19.72716667,70.5,74.63333333,6,13.6338656680163
"2738",7.4,25.1645,25.01833334,68.03333333,75.7,7,15.8169203544684
"2739",7.9,18.41266667,18.41266667,62.46666667,78.33333333,8,13.8285039021122
"2740",6.9,13.50483334,13.50483334,55.33333333,82.23333333,9,12.4569183573872
"2741",10.6,11.48283334,11.48283334,47.46666667,86.56666667,10,11.5628159764123
"2742",10.5,11.0625,11.0625,44.83333333,87.93333333,11,11.5889660266287
"2743",15.2,12.38316667,12.371,47.36666667,85.73333333,12,12.5556304216821
"2744",8.8,13.51933333,13.51933333,49.53333333,84.96666667,13,13.0874374558687
"2745",12.6,14.4285,14.42683334,49.13333333,85.56666667,14,13.5712456895081
"2746",12.7,13.397,13.35816667,42.5,89.9,15,13.6020633355348
"2747",15.4,15.11183334,15.11183334,44.63333333,87.8,16,14.5310199336809
"2748",18.4,19.06366667,19.0495,52.06666667,83.7,17,16.0485024688783
"2749",21.4,25.80633334,25.61916667,56.4,81.6,18,18.0384171944024
"2750",35.1,36.198,33.37733334,59.2,80.13333333,19,21.1438651983232
"2751",25.6,35.475,32.9285,59.9,78.93333333,20,20.4408691947872
"2752",11.1,17.4225,16.87016667,62.86666667,77.03333333,21,12.4884815270132
"2753",5.8,6.605833334,6.605833334,63.63333333,75.06666667,22,4.08066297018721
"2754",5.1,5.132333333,5.132333333,61.03333333,74.6,23,2.58366322353226
"2755",9.9,4.417333334,4.417333334,57.2,74.4,0,2.24962737214268
"2756",4,5.183833334,5.183833334,55.16666667,74.73333333,1,3.42965416944266
"2757",6.9,5.108,5.108,53.7,75.56666667,2,4.09985852690782
"2758",16.5,11.73116667,11.73116667,52.43333333,76,3,9.98519314771583
"2759",19.6,14.20216667,14.182,57.6,75.33333333,4,10.3764344613678
"2760",14.1,15.53516667,15.5235,59.66666667,74.3,5,10.4587270055145
"2761",34.8,30.39483333,26.95366667,61.26666667,73.96666667,6,15.157963295389
"2762",15.4,31.453,29.956,53.76666667,76.66666667,7,18.867946756005
"2763",17.8,26.25766667,25.982,38.13333333,82.83333333,8,22.8920122933161
"2764",19.2,27.82683334,27.172,30.33333333,88.26666667,9,24.0660755138455
"2765",12.6,22.30783334,21.50766667,26.73333333,94.13333333,10,21.4128696646923
"2766",12,17.96206897,17.96206897,24.93103448,98.34482759,11,18.8345524560219
"2767",17,18.43366667,18.4335,26.73333333,97.56666667,12,18.7130145205479
"2768",19.7,16.57666667,16.53566667,27.3,97.16666667,13,17.6692255609999
"2769",13.8,17.359,17.31483334,27.1,98.6,14,17.9009452353824
"2770",13.7,13.54966667,13.54966667,29.23333333,97.03333333,15,15.2542862035207
"2771",20.4,17.0595,17.045,31.43333333,94.2,16,17.91670174052
"2772",20.2,18.45083334,18.4435,40.2,88.66666667,17,17.4654955948998
"2773",19.7,28.86833334,27.66866667,45.33333333,86.3,18,20.2939800067002
"2774",37.7,61.08016667,47.24766667,47.53333333,85.6,19,36.8546463554271
"2775",25.8,31.4375,30.29033334,49.53333333,84.3,20,21.0824165917529
"2776",23.2,37.03366667,33.94616667,51.7,83.26666667,21,22.8871296910539
"2777",21.8,35.8075,33.21883334,56.53333333,81.7,22,21.6071434709789
"2778",16.4,33.35516667,31.7095,61.6,79.96666667,23,20.0107345602885
"2779",16.3,35.517,33.01616667,63.23333333,79.1,0,20.4969242212142
"2780",18,38.0515,34.55166667,63.2,79.03333333,1,21.4345417269035
"2781",18.6,38.26433334,34.66216667,63,79.03333333,2,21.5012144781725
"2782",11.8,33.377,31.66033334,64.2,78.66666667,3,19.6222844935904
"2783",14.5,37.05716667,33.76883334,63.83333333,79,4,20.948356939815
"2784",15.8,33.62566667,31.82233333,63.46666667,78.9,5,19.756186939443
"2785",16.4,33.39316667,31.5765,63.43333333,78,6,19.2630516168737
"2786",10.7,35.2615,32.83,61.66666667,79.23333333,7,20.4136893225841
"2787",9.3,30.86983334,29.7835,54.1,83.13333333,8,20.0747044768231
"2788",9.2,26.3625,25.822,43.73333333,89.36666667,9,19.2636868485345
"2789",5.1,18.75066667,18.75066667,37.63333333,92.93333333,10,17.4015746400082
"2790",12.3,11.797,11.797,29.93333333,98.36666667,11,13.5023000733003
"2791",5.8,8.458,8.458,30.96666667,96.16666667,12,11.1027658443071
"2792",6.9,9.577666667,9.577666667,30,97.03333333,13,12.0140831398483
"2793",16.5,13.23083334,13.20983334,31.66666667,95.63333333,14,14.7811952010629
"2794",7.1,9.183833334,9.1815,31.1,96.13333333,15,11.6641285914144
"2795",7.5,9.236666667,9.165500002,30.1,96.83333333,16,11.7115351691164
"2796",13.1,10.12516667,10.12516667,35.66666667,92.1,17,12.7331990850839
"2797",14.6,19.32983334,19.22316667,41.6,86.93333333,18,17.8329776496206
"2798",30.5,36.31266667,33.154,44.76666667,85.43333333,19,23.5134252406864
"2799",41.9,54.76366667,43.18283334,48,83.63333333,20,32.0995310684618
"2800",68.3,81.184,56.04,52.2,82.5,21,48.4182023301485
"2801",54.9,80.29416667,53.717,56,81.33333333,22,44.8081074424942
"2802",38.5,62.089,46.3095,56.33333333,80.93333333,23,34.434037902868
"2803",25.9,44.11683333,37.98083334,59.1,79.9,0,24.4308776669195
"2804",23.6,51.18683334,41.59366667,62.73333333,79.1,1,27.56640181002
"2805",29.9,55.31133334,43.43066667,62.5,79.23333333,2,29.7424572579077
"2806",24.3,49.11233333,40.65766667,62.36666667,79.33333333,3,26.6412504801182
"2807",24.3,54.357,43.0985,63.26666667,78.96666667,4,29.266569328068
"2808",28.5,57.279,44.35433334,64.33333333,78.36666667,5,30.6503691398651
"2809",25.6,60.57583334,45.668,64.8,78.2,6,32.340231159889
"2810",23.9,65.8235,47.75083334,62.16666667,80.06666667,7,35.7392450018611
"2811",23.4,59.51183333,45.18133333,52.46666667,85.1,8,32.9534235624538
"2812",21,38.99583333,34.99533334,43.5,89.93333333,9,23.8952961718679
"2813",9.2,31.35283333,29.99166667,38.36666667,92.66666667,10,21.8639211312385
"2814",16.7,26.97683334,26.68766667,29.3,99.9,11,21.1063565961209
"2815",7.9,17.22483334,17.21233334,24.23333333,103.8,12,18.8619044130899
"2816",13.7,11.46666667,11.46666667,22.5,104.0666667,13,15.4263185461046
"2817",8.7,8.934,8.934,21.7,104.4333333,14,13.4954666178836
"2818",8.6,9.642,9.642,22.73333333,103.2333333,15,14.0138262965196
"2819",11.7,11.0705,11.0705,27.56666667,97.16666667,16,13.9021473526333
"2820",16.8,19.49583333,19.49566667,33.6,90.5,17,19.6522869088893
"2821",29.4,39.0275,34.6705,37.5,87.53333333,18,25.9017546305945
"2822",33.7,49.2175,40.555,41.66666667,85.4,19,30.3186808376442
"2823",31.4,51.0635,41.51166667,44.63333333,83.76666667,20,31.0739503314161
"2824",32.1,58.26566667,44.74266667,47.36666667,82.36666667,21,34.4952122502422
"2825",39.5,64.99,47.4765,51.33333333,81.5,22,37.193981228986
"2826",36,67.47133333,48.431,53.53333333,80.5,23,37.8988542301392
"2827",41.2,72.31766667,50.242,54.43333333,79.5,0,40.0132554715917
"2828",39.1,78.42116667,52.70333334,57.23333333,78.43333333,1,42.5109011846487
"2829",42.7,79.9945,53.32716667,57.9,78,2,43.0627595569151
"2830",43.7,84.4795,55.75316667,59,77.76666667,3,45.8415810326745
"2831",47.5,89.61116667,59.03966667,60.3,77,4,48.8707204165094
"2832",48,96.37966667,63.52566667,61.8,77,5,52.4772143852355
"2833",54.4,108.5261667,71.6055,61.9,76.3,6,56.873463290976
"2834",58.4,121.2455,80.07,59.73333333,78.7,7,63.7151848807041
